huc2,id,lon,lat
00,245331,-115.46875,52.21875
00,245332,-115.40625,51.90625
00,245333,-115.40625,51.96875
00,245334,-115.40625,52.03125
00,245335,-115.40625,52.09375
00,245336,-115.40625,52.15625
00,245337,-115.40625,52.21875
00,245338,-115.40625,52.28125
00,245339,-115.34375,51.90625
00,245340,-115.34375,51.96875
00,245341,-115.34375,52.03125
00,245342,-115.34375,52.09375
00,245343,-115.34375,52.15625
00,245344,-115.34375,52.21875
00,245345,-115.34375,52.28125
00,245346,-115.34375,52.34375
00,245347,-115.28125,51.90625
00,245348,-115.28125,51.96875
00,245349,-115.28125,52.03125
00,245350,-115.28125,52.09375
00,245351,-115.28125,52.15625
00,245352,-115.28125,52.21875
00,245353,-115.28125,52.28125
00,245354,-115.28125,52.34375
00,245355,-115.21875,51.96875
00,245356,-115.21875,52.03125
00,245357,-115.21875,52.09375
00,245358,-115.21875,52.15625
00,245359,-115.21875,52.21875
00,245360,-115.21875,52.28125
00,245361,-115.15625,52.03125
00,245362,-115.15625,52.09375
00,245363,-115.15625,52.15625
00,245364,-115.15625,52.21875
00,245365,-115.09375,52.03125
00,245366,-115.09375,52.09375
00,245367,-115.09375,52.15625
00,245368,-115.09375,52.21875
00,245369,-115.03125,52.03125
00,245370,-115.03125,52.09375
00,245371,-115.03125,52.15625
00,245372,-115.03125,52.21875
00,245373,-114.96875,52.09375
00,245374,-114.96875,52.15625
00,245375,-114.96875,52.21875
00,245376,-114.96875,52.28125
00,245377,-114.96875,52.34375
00,245378,-114.90625,52.09375
00,245379,-114.90625,52.15625
00,245380,-114.90625,52.21875
00,245381,-114.90625,52.28125
00,245382,-114.84375,52.09375
00,245383,-114.84375,52.15625
00,245384,-114.84375,52.21875
00,245385,-114.84375,52.28125
00,245386,-114.78125,52.15625
00,245387,-114.78125,52.21875
00,245388,-116.65625,52.34375
00,245389,-116.65625,52.40625
00,245390,-116.59375,52.34375
00,245391,-116.59375,52.40625
00,245392,-116.53125,52.28125
00,245393,-116.53125,52.34375
00,245394,-116.53125,52.40625
00,245395,-116.46875,52.34375
00,245396,-116.46875,52.40625
00,245397,-116.40625,52.40625
00,245398,-116.34375,52.34375
00,245399,-116.34375,52.40625
00,245400,-116.28125,52.09375
00,245401,-116.28125,52.15625
00,245402,-116.28125,52.28125
00,245403,-116.28125,52.34375
00,245404,-116.28125,52.40625
00,245405,-116.28125,52.46875
00,245406,-116.21875,51.90625
00,245407,-116.21875,52.03125
00,245408,-116.21875,52.09375
00,245409,-116.21875,52.15625
00,245410,-116.21875,52.21875
00,245411,-116.21875,52.28125
